,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
0,Lionel Messi,Barcelona,36," AM(CR),FW",29(5),2710,36,13,3,-,5,81.3,0.2,17,8.48,0.4,0.1,0.6,-,-,0.5,-,-,3.9,1.9,0.5,2.3,2.3,53.8,81.3,0.4,3.4,0.9
1,Luis Suárez,Barcelona,37," AM(CLR),FW",31(2),2830,21,6,5,-,3.4,75.3,0.7,5,7.57,0.5,0.2,0.9,-,0.7,0.2,0.1,-,1.1,1.7,0.8,1.6,1.6,29.0,75.3,0.2,1.5,0.1
2,Iago Aspas,Celta Vigo,36," AM(CR),FW",26(1),2262,20,6,5,-,2.6,82.0,0.9,6,7.51,0.6,0.6,0.6,-,0.2,0.6,-,-,0.7,1.6,0.3,1.3,1.3,32.1,82.0,0.2,1.4,0.2
3,Dani Parejo,Valencia,35, M(C),35(1),3063,9,7,6,1,1.2,85.8,0.9,9,7.4,2,1.3,0.8,-,0.6,1.6,0.2,-,1,1.5,-,0.6,0.6,61.5,85.8,1.9,5.6,0.1
4,Karim Benzema,Real Madrid,36, FW,35(1),2964,21,6,1,-,2.9,82.6,1.2,7,7.38,0.7,0.2,0.6,-,0.7,0.4,-,-,1.3,0.6,1,1.3,1.3,32.9,82.6,0.1,1.1,0.1
5,Antoine Griezmann,Atletico,33," AM(CLR),FW",37,3204,15,9,5,-,3.1,78.3,1.1,4,7.29,0.8,0.3,0.5,-,0.6,0.5,-,-,0.5,0.9,0.3,1.3,1.3,37.5,78.3,0.6,1.3,0.1
6,Ousmane Dembélé,Barcelona,26," AM(CLR),FW",20(9),1673,8,5,1,-,1.3,80.7,0.3,3,7.25,0.8,0.2,0.8,-,0.1,0.4,-,-,2.3,0.8,0.3,1.5,1.5,31.4,80.7,0.8,1.0,0.1
7,Rodri,Atletico,27," D(C),DMC",32(2),2743,3,1,5,-,0.8,91.1,2.3,3,7.24,3,1.2,1.7,-,2,1.1,0.3,-,0.6,1.3,-,0.9,0.9,56.7,91.1,-,3.4,-
8,Wissam Ben Yedder,Sevilla,33," AM(C),FW",31(4),2821,18,9,4,-,2.2,73.9,1.1,3,7.23,0.5,0.3,0.7,-,0.1,0.3,-,-,1.3,0.7,0.9,1.1,1.1,21.6,73.9,0.1,0.5,0.1
9,Guillermo Maripán,Deportivo Alaves,29, D(C),22(1),2009,2,2,5,-,0.7,75.3,4.2,2,7.2,2,1.7,0.7,0.9,5.7,0.5,0.8,-,0.1,0.4,-,-,-,30.8,75.3,-,3.7,-
10,Gerard Piqué,Barcelona,37, D(C),35,3150,4,2,6,-,0.5,91.4,3.4,-,7.18,1.2,1,0.7,0.4,4.2,0.4,0.8,-,0.3,0.6,0.1,0.3,0.3,68.3,91.4,-,4.3,-
11,Saúl Ñíguez,Atletico,29," D(CL),M(CLR)",32(1),2925,4,1,10,-,1.6,78.8,2.9,4,7.17,2.5,1.3,1.7,0.1,2.2,1.5,0.3,1,1,0.8,0.2,1,1,44.9,78.8,0.1,1.5,0.1
12,Raúl García,Athletic Club,37," M(CLR),FW",27(6),2379,9,3,13,-,2.5,55.7,5.8,6,7.17,1.8,0.6,3,-,1.1,1.4,-,-,0.4,1.8,0.3,0.9,0.9,27.0,55.7,0.1,0.8,0.1
13,Pablo Sarabia,Sevilla,31," D(L),M(CLR),FW",30(3),2730,12,13,9,-,2.3,79.6,0.3,5,7.16,0.9,0.7,1.4,0.1,0.5,1.2,0.1,-,0.8,1.5,0.5,1.1,1.1,36.6,79.6,1.3,1.2,0.1
14,Casemiro,Real Madrid,32," D(C),DMC",27(2),2316,3,-,5,1,1.4,88.0,3,4,7.15,3,1.4,1.6,0.2,1.8,1.9,0.4,-,0.6,1.7,-,0.6,0.6,55.8,88.0,0.1,4.9,-
15,Joan Jordán,Eibar,29, M(C),32(4),2879,4,4,10,-,1.6,83.4,1.4,4,7.14,1.8,0.9,1.6,-,0.5,1.4,0.1,-,1.3,1,0.1,0.9,0.9,46.8,83.4,1.8,4.8,-
16,José Giménez,Atletico,29, D(CR),19(2),1772,-,-,5,-,0.7,80.5,2.7,-,7.13,1.2,2.1,0.4,0.2,6,0.6,0.7,-,0.3,0.9,-,0.1,0.1,34.2,80.5,-,4.1,-
17,José Campaña,Levante,30, M(CLR),36,3213,4,9,12,-,0.6,84.4,1.2,4,7.1,1.8,1.3,1.2,0.1,1.2,1.6,0.2,-,1.3,1,0.1,0.9,0.9,51.6,84.4,1.2,3.0,-
18,Santi Cazorla,Villarreal,39, M(CLR),30(5),2651,4,10,2,-,0.9,86.6,0.3,5,7.09,2,0.8,0.6,-,0.4,1.3,0.2,-,1.4,1.7,-,1.5,1.5,44.9,86.6,1.3,3.9,0.1
19,Toni Kroos,Real Madrid,34, M(C),26(2),2227,-,4,2,-,1.1,93.2,0.8,2,7.09,1.8,0.5,0.8,-,0.4,1.5,0.1,-,0.5,2,-,0.4,0.4,74.0,93.2,1.5,7.8,0.1
20,Koke,Atletico,32, M(CLR),29(1),2588,3,4,8,1,0.7,86.2,0.5,1,7.09,2.8,1,1.1,-,1.1,1.7,0.2,-,0.4,1.3,0.1,1.3,1.3,64.7,86.2,1,3.2,0.1
21,Jonathan Calleri,Deportivo Alaves,30, FW,33(1),2878,9,2,6,-,2.4,59.1,6,7,7.08,0.6,0.2,2.1,-,1.6,0.7,0.2,-,1.2,2.1,0.4,2.2,2.2,20.3,59.1,0.3,0.4,-
22,Éver Banega,Sevilla,35, M(C),32,2681,3,4,15,2,1,85.4,0.3,2,7.08,2.2,0.9,1.8,-,0.8,1.6,0.2,-,1.8,2.1,0.1,1.8,1.8,65.3,85.4,1,6.5,0.1
23,Ivan Rakitic,Barcelona,36, M(CL),29(5),2643,3,5,5,1,1.1,91.4,1.1,1,7.06,0.9,1.5,0.8,0.1,0.8,0.7,0.2,-,0.6,1.6,0.1,0.7,0.7,74.6,91.4,0.1,4.6,0.1
24,Rubén Rochina,Levante,33, M(CLR),23(4),1815,4,5,9,2,1.7,72.8,0.9,2,7.06,1.9,0.8,1.8,-,0.6,2.1,-,-,2.4,2,-,2.1,2.1,34.9,72.8,0.7,3.4,0.3
25,Giovani Lo Celso,Real Betis,28," M(CR),FW",27(5),2401,9,4,5,-,2,82.9,0.5,4,7.06,1.6,0.5,1.1,-,0.3,0.8,-,-,2,2.1,-,1.7,1.7,44.5,82.9,0.1,1.3,0.2
26,Cote,Eibar,34, D(L),34(1),3035,1,1,9,-,0.7,68.1,1.4,1,7.06,1.9,1.2,0.6,0.5,2.8,0.7,0.1,-,1.3,0.5,-,0.5,0.5,42.5,68.1,2,5.1,-
27,Enric Gallego,SD Huesca,37, FW,17(2),1541,5,1,4,-,1.7,55.1,5.3,2,7.05,1.1,0.4,2.4,0.1,1.6,0.8,0.1,-,0.7,1.5,1,1.2,1.2,19.7,55.1,0.2,0.1,0.1
28,Zouhair Feddal,Real Betis,34, D(C),19(2),1702,1,1,7,-,0.8,86.2,3.4,2,7.04,1.8,1.5,1.4,0.6,4.3,0.6,0.4,-,0.9,0.4,-,0.2,0.2,60.6,86.2,-,4.1,-
29,Rubén Peña,Eibar,32," D(LR),M(LR),FW",30(1),2674,1,2,3,-,0.7,71.5,0.7,1,7.04,2,1.1,0.8,0.5,1.3,0.9,0.3,-,2,1.1,-,0.9,0.9,43.5,71.5,1.6,3.9,-
30,Iborra,Villarreal,36, M(C),19,1667,3,1,7,-,0.9,80.4,4.6,-,7.04,1.6,1.2,1.5,-,2.2,1.2,0.4,-,0.4,1.9,0.1,0.7,0.7,41.6,80.4,-,1.9,0.2
31,Dani Carvajal,Real Madrid,32, D(R),23(1),2106,1,2,10,-,0.5,87.4,0.8,1,7.04,1.7,1.1,1.3,-,1.1,1,0.3,-,1.4,1.4,0.1,0.8,0.8,64.6,87.4,0.4,3.5,-
32,Adnan Januzaj,Real Sociedad,29, AM(CLR),13(7),1254,1,3,1,-,1.6,75.4,0.2,1,7.04,0.6,0.3,0.8,0.1,0.2,0.5,-,-,3.3,1.8,0.3,2.6,2.6,21.6,75.4,2,1.5,0.1
33,Luka Modric,Real Madrid,38, M(C),31(3),2618,3,6,6,-,1.1,88.9,0.4,1,7.03,1.4,0.9,0.8,-,0.2,1,0.1,-,1.6,1.4,0.1,1.2,1.2,55.6,88.9,0.6,4.1,0.1
34,Cristhian Stuani,Girona,37," AM(CLR),FW",30(2),2731,19,-,9,-,2.4,68.2,3.7,5,7.03,0.7,0.1,2.8,-,1.1,0.5,-,-,0.4,2.3,0.8,1.2,1.2,15.7,68.2,-,0.2,-
35,Sofiane Boufal,Celta Vigo,30," AM(CLR),FW",25(10),2100,3,3,6,-,1.5,80.0,0.5,1,7.03,1,0.3,1.2,-,0.2,0.9,-,-,4.1,1.7,-,1.8,1.8,22.9,80.0,0.3,0.8,0.1
36,Roberto Rosales,Espanyol,35," D(R),M(R)",20(1),1751,3,1,2,-,0.9,77.3,2.4,1,7.02,2.3,1,1.6,0.1,2.9,1.1,0.3,-,0.6,0.8,-,0.5,0.5,43.5,77.3,0.5,3.2,-
37,Jordi Alba,Barcelona,35," D(L),M(L)",32(4),2988,2,8,6,-,0.4,85.6,0.5,1,7.01,1.2,1.7,0.7,0.4,1.6,0.8,0.2,-,0.4,0.5,0.3,0.6,0.6,65.6,85.6,0.3,2.0,0.1
38,Leandro Cabrera,Getafe,32, D(CL),31(1),2794,2,-,9,1,0.7,50.6,5,2,7.01,1.5,1.6,1.1,0.9,6.7,0.5,0.5,1,0.1,0.4,0.1,0.1,0.1,30.0,50.6,0.2,4.5,-
39,Sergio Canales,Real Betis,33, M(CLR),30(2),2658,7,2,7,-,2.1,88.3,0.2,1,7.0,1.4,0.3,0.9,-,0.2,1.3,0.1,-,1.8,1.6,0.3,1.7,1.7,54.3,88.3,1.3,2.4,0.2
40,Sergio Busquets,Barcelona,35, DMC,30(5),2720,-,1,10,-,0.2,89.7,1.5,-,7.0,2.6,1.5,1.1,-,0.6,1.4,0.2,-,0.3,1.5,-,0.7,0.7,68.4,89.7,-,4.3,0.1
41,Iñaki Williams,Athletic Club,29," AM(CLR),FW",36(2),3040,13,4,3,-,2,70.3,2.1,5,7.0,0.7,0.2,1.1,-,0.8,0.4,-,-,1.4,1.4,0.6,1.5,1.5,18.1,70.3,0.2,0.2,0.1
42,Brais Méndez,Celta Vigo,27," AM(CR),FW",27(4),2354,6,7,5,-,2.3,78.5,1,1,6.99,2,0.8,1.2,-,0.6,1.3,0.1,-,0.6,2.1,0.4,1.2,1.2,35.9,78.5,0.9,1.3,-
43,Francis Coquelin,Valencia,32, M(CLR),20(6),1767,-,1,5,-,0.3,86.1,1.3,1,6.99,1.8,1.9,0.8,-,1.1,0.7,0.2,-,1,1.1,-,1,1,37.2,86.1,-,2.9,0.1
44,Diego Godín,Atletico,38, D(C),28(2),2508,3,1,7,-,0.5,80.5,3,1,6.98,1.7,1.5,1.1,0.2,4.5,0.7,0.3,1,0.3,0.8,-,-,-,34.9,80.5,-,3.1,-
45,José Gayà,Valencia,28," D(L),M(L)",35,3138,1,1,10,-,0.4,81.9,1,2,6.98,2.4,1.2,1,0.4,2.7,1,0.2,-,1.1,1.6,0.1,0.5,0.5,41.5,81.9,0.6,2.1,-
46,Yeray Álvarez,Athletic Club,29, D(C),30,2614,-,-,10,-,0.4,80.1,3.4,2,6.98,1.8,2.1,1,0.8,4.8,0.5,0.5,-,0.2,0.8,-,0.3,0.3,42.8,80.1,-,3.0,-
47,Marc Bartra,Real Betis,33," D(CR),DMC",33,2930,1,-,4,-,0.3,87.8,2.3,1,6.97,2.6,1.8,0.9,1.1,3.9,1.1,0.6,-,0.4,1.2,0.1,0.4,0.4,68.7,87.8,-,4.2,-
48,Jorge Molina,Getafe,42, FW,28(10),2651,14,5,2,-,1.5,66.7,2.4,4,6.97,0.3,0.2,1.2,-,0.7,0.3,-,-,0.9,1.2,0.6,1.3,1.3,19.3,66.7,0.1,0.4,0.2
49,Fabián Orellana,Eibar,38, AM(CLR),31(2),2739,3,5,4,-,2.4,77.8,0.8,5,6.97,1.3,0.6,0.7,-,0.1,1,-,-,2.5,1.8,0.2,3,3,35.3,77.8,0.7,1.3,0.1
50,Filipe Luís,Atletico,38, D(L),24(3),2038,2,2,4,-,0.4,83.1,0.7,-,6.96,2.4,1.6,1,-,1.4,1,0.1,-,0.9,0.5,0.1,0.7,0.7,47.7,83.1,0.3,1.5,-
51,Maxi Gómez,Celta Vigo,27, FW,33(2),2964,13,5,4,1,2.3,73.1,4,3,6.95,0.2,0.1,2,-,1.2,0.3,-,-,0.4,1.9,1.2,1.2,1.2,19.2,73.1,0.1,0.9,0.1
52,Geoffrey Kondogbia,Valencia,31," D(C),DMC",14(5),1244,1,1,1,-,1.2,84.4,1.3,2,6.95,2.5,1.4,1.1,-,1.2,0.8,0.4,-,1.2,1,-,1.1,1.1,39.2,84.4,-,3.8,0.2
53,Mario Hermoso,Espanyol,28, D(CL),31(1),2806,3,-,7,-,0.8,83.9,2.3,3,6.95,1.2,1.2,0.7,0.7,5.2,0.6,0.8,-,0.3,0.9,0.1,0.2,0.2,50.3,83.9,-,4.9,0.1
54,Raúl de Tomás,Rayo Vallecano,29, FW,32(1),2821,14,1,5,-,3.5,81.7,1.3,3,6.94,0.2,0.3,1.8,-,1.3,0.4,0.1,-,1.5,1.1,0.5,2.1,2.1,13.9,81.7,-,1.1,-
55,Dimitrios Siovas,Leganes,35, D(C),34,2965,1,-,5,-,0.6,72.3,3.1,1,6.94,1.7,1.9,0.9,0.3,4.4,0.6,0.4,-,0.4,0.3,0.1,0.3,0.3,39.7,72.3,0.1,3.6,-
56,André Silva,Sevilla,28, FW,25(2),2164,9,-,4,-,2.3,72.7,2.5,2,6.93,0.3,0.1,1.6,-,1.2,0.4,-,-,0.5,1,0.6,2.1,2.1,19.9,72.7,0.1,0.1,0.2
57,Thomas Partey,Atletico,30," D(R),M(CR)",22(10),2067,3,4,7,1,1.1,83.8,1.3,5,6.93,2.1,1.5,1,-,0.6,0.9,0.2,-,1.1,0.7,-,0.6,0.6,41.5,83.8,0.3,2.3,0.1
58,Aritz Elustondo,Real Sociedad,30, D(CR),24(3),2253,1,-,5,-,0.4,78.9,2.4,1,6.93,1.7,1.4,0.8,0.5,5.1,0.6,0.3,-,0.6,1,-,0.1,0.1,41.0,78.9,0.3,1.7,-
59,Jesús Navas,Sevilla,38," D(R),M(R)",31(1),2714,1,5,8,-,1,77.0,0.5,-,6.93,0.9,0.9,0.4,0.2,1.6,0.3,0.2,-,1.1,1,0.3,0.4,0.4,44.3,77.0,1.3,2.9,0.1
60,Gabriel Paulista,Valencia,33, D(CR),30,2625,-,1,6,-,0.4,86.7,2.1,1,6.93,1,2.3,0.8,0.6,5.2,0.5,0.7,-,0.1,1,-,0.1,0.1,43.3,86.7,-,3.8,-
61,Junior Firpo,Real Betis,27," D(L),M(L)",22(2),1937,3,4,7,-,0.8,82.9,1.5,1,6.93,1.6,1,1.3,0.1,1.5,0.6,0.1,-,1.3,1.1,0.2,0.6,0.6,38.9,82.9,0.3,0.8,-
62,Borja Iglesias,Espanyol,31, FW,35(2),3082,17,3,5,-,2.4,70.5,1.8,2,6.93,0.6,0.2,1.5,-,1.1,0.5,0.2,-,0.6,1.4,1.2,1.8,1.8,18.2,70.5,-,0.4,0.1
63,Philippe Coutinho,Barcelona,31, M(CLR),22(12),2023,5,2,2,-,2,87.9,0.2,-,6.93,0.5,0.4,0.6,-,0.1,0.4,0.1,-,1.5,1.3,0.2,1.4,1.4,40.8,87.9,0.2,1.2,0.1
64,Rodrigo,Valencia,33," M(CLR),FW",29(4),2534,8,6,3,1,2.4,74.4,1.5,1,6.93,0.6,0.1,0.7,-,0.5,0.4,-,-,1.3,1.2,0.4,1.1,1.1,25.1,74.4,0.1,1.1,0.1
65,Ezequiel Garay,Valencia,37, D(C),24,2137,2,-,4,-,0.5,83.6,3,-,6.92,0.8,0.7,0.8,0.4,5.7,0.4,1,-,0.1,0.5,-,-,-,44.6,83.6,-,4.1,-
66,Sergio Ramos,Real Madrid,38, D(CR),28,2476,6,1,5,1,1.1,92.1,2.2,2,6.91,1.5,1.3,1,1,3,0.6,0.5,-,0.1,1.3,0.2,0.1,0.1,68.5,92.1,-,7.1,-
67,Youssef En-Nesyri,Leganes,26, FW,22(9),2106,9,2,7,-,2.4,56.8,4.7,4,6.91,0.5,0.2,1.2,-,0.7,0.6,0.1,1,0.9,1.3,0.5,1.7,1.7,15.0,56.8,0.2,0.5,-
68,Guido Carrillo,Leganes,32, FW,23(9),1995,6,1,5,-,1.8,63.7,6.6,4,6.91,0.8,0.3,1.3,-,0.8,0.4,-,-,0.3,0.9,0.3,0.7,0.7,20.0,63.7,-,0.3,-
69,Sergi Roberto,Barcelona,32," D(R),M(CR)",23(6),2089,-,7,3,-,0.3,90.5,1,1,6.91,1,1.5,0.6,0.1,0.9,0.3,0.1,-,0.5,1.1,-,0.7,0.7,55.9,90.5,0.2,1.0,0.1
70,Santiago Arias,Atletico,32," D(R),M(R)",20(5),1771,1,1,4,-,0.4,81.9,1.7,1,6.91,1.9,1.4,0.8,-,1.4,0.4,0.1,-,0.3,1.3,0.1,0.4,0.4,31.6,81.9,0.4,0.6,-
71,Marc Roca,Espanyol,27," D(C),DMC",35,3116,1,2,9,-,0.7,86.9,1.3,-,6.9,2.1,1,1.7,0.1,1.7,1.2,0.6,-,0.8,0.8,-,0.7,0.7,55.9,86.9,-,4.3,0.3
72,Jan Oblak,Atletico,31, GK,37,3330,-,-,-,-,-,49.4,0.2,2,6.9,-,-,-,-,0.6,-,-,-,-,0.1,-,-,-,20.5,49.4,-,6.2,-
73,Jorge Miramón,SD Huesca,34," D(R),M(R)",30,2496,1,-,5,-,0.4,75.1,1,1,6.9,2.4,1.5,0.9,0.4,1.8,0.6,0.4,-,1.1,0.4,-,0.5,0.5,32.8,75.1,0.8,2.6,-
74,Óscar Rodríguez,Leganes,25," AM(CLR),FW",29(2),2515,4,3,5,-,2,75.4,0.7,1,6.9,1.5,0.5,1,-,0.4,1.4,0.1,-,1.2,0.9,0.1,1.1,1.1,30.6,75.4,1.3,1.7,-
75,Gonçalo Guedes,Valencia,27," AM(CLR),FW",18(7),1474,5,3,2,-,1.4,75.9,0.4,1,6.89,1.2,0.3,0.8,-,-,1.2,-,-,1.4,2,0.3,1,1,23.9,75.9,0.4,0.9,0.1
76,Jony,Deportivo Alaves,32, M(LR),34(2),2985,5,10,3,-,1.5,65.3,0.1,1,6.89,0.6,0.6,0.9,-,0.3,0.8,-,-,1.7,0.9,0.4,1.7,1.7,21.6,65.3,2,1.7,0.1
77,Rubén Alcaraz,Real Valladolid,33, DMC,34,2978,3,2,13,-,1.5,83.6,1.5,2,6.89,2.8,1.1,2,0.1,1.4,1.7,0.3,-,0.7,3.2,-,1.2,1.2,50.4,83.6,0.2,5.3,-
78,Arturo Vidal,Barcelona,36, M(CR),22(11),1929,3,7,7,-,0.7,89.0,1.2,-,6.89,2.4,0.9,1.8,0.1,0.6,1.2,0.2,-,0.2,1,-,0.5,0.5,45.4,89.0,0.1,1.6,0.1
79,Antunes,Getafe,37," D(L),M(L)",25(3),2182,1,3,5,-,1,58.2,0.8,-,6.89,1.5,1.5,1.3,0.4,2.1,0.6,0.3,-,0.8,0.7,-,0.5,0.5,28.2,58.2,1.5,2.9,-
80,Jonathan Silva,Leganes,29," D(CL),M(L)",30,2700,3,6,9,-,0.8,71.7,0.6,-,6.89,1.7,1,1.7,0.1,2.3,1,0.1,-,0.4,0.7,0.1,0.4,0.4,29.6,71.7,1.4,1.6,-
81,Sergio Asenjo,Villarreal,34, GK,32,2880,-,-,-,-,-,60.3,0.3,2,6.89,-,0.1,-,-,1.2,-,-,-,-,0.1,-,-,-,21.4,60.3,-,6.4,-
82,Damián Suárez,Getafe,36," D(R),M(R)",36,3240,-,3,13,-,0.4,65.0,0.9,-,6.89,2.7,1.3,1.6,0.6,1.4,1.9,0.2,-,0.6,1.5,0.1,0.6,0.6,36.8,65.0,1.7,4.0,-
83,Mikel Merino,Real Sociedad,27, M(C),24(5),2061,3,3,8,1,0.8,79.6,2.9,2,6.88,1.7,1,2.4,-,1.2,1.3,0.1,-,1,1.3,-,1.6,1.6,37.6,79.6,0.2,1.9,0.1
84,Jaime Mata,Getafe,35," AM(L),FW",27(7),2437,14,6,10,-,1.7,62.9,2.9,3,6.88,0.9,0.5,2.3,-,0.8,0.6,-,-,0.4,1.5,0.9,1.1,1.1,19.1,62.9,0.1,0.6,-
85,Ximo Navarro,Deportivo Alaves,34, D(CLR),28(3),2533,2,2,7,-,0.4,79.1,1.6,1,6.88,1.8,1.5,0.6,0.5,4.2,0.4,0.4,-,0.5,1.2,-,0.5,0.5,26.5,79.1,0.5,2.0,-
86,Gareth Bale,Real Madrid,34," M(CLR),FW",21(8),1794,8,3,4,-,2.6,78.3,1.3,2,6.88,0.6,0.4,0.6,-,0.4,0.5,0.1,-,0.8,0.7,0.5,0.7,0.7,23.8,78.3,0.4,1.5,-
87,Clément Lenglet,Barcelona,28, D(C),22(1),1935,1,-,8,1,0.3,89.4,1.9,1,6.88,2,0.9,1.3,0.7,3,0.6,0.9,1,0.3,0.6,-,0.1,0.1,49.8,89.4,-,3.0,-
88,Daniel Carriço,Sevilla,35," D(C),DMC",24,2132,1,1,10,-,0.4,79.7,2.5,1,6.88,1.5,1.3,1.3,0.8,4.3,0.3,0.5,-,0.3,0.3,-,0.3,0.3,41.7,79.7,-,3.0,-
89,Pedro Alcalá,Girona,35, D(C),20(5),1869,1,1,9,-,0.6,79.4,3.5,1,6.88,1.3,1.4,0.8,0.6,4.8,0.3,0.7,-,0.2,0.5,0.1,0.2,0.2,34.5,79.4,-,2.6,-
90,Okay Yokuslu,Celta Vigo,30," D(C),DMC",26(4),2205,2,-,10,-,0.6,86.1,2.6,1,6.87,2,1.2,1.4,0.1,1.7,0.6,0.4,-,0.9,1.1,-,0.7,0.7,46.2,86.1,-,2.7,-
91,Simon Kjær,Sevilla,35, D(C),25(1),2016,-,-,5,-,0.5,85.7,3,-,6.87,1.1,1,0.8,0.8,5.2,0.3,1.3,-,-,0.5,-,-,-,34.9,85.7,-,2.5,0.1
92,Nacho Martínez,Real Valladolid,35," D(LR),M(L)",35,3150,1,3,10,-,0.5,71.0,0.9,2,6.87,3.1,1.3,0.8,0.2,2.3,0.9,0.3,-,0.4,1,0.2,0.3,0.3,39.4,71.0,0.7,2.7,-
93,Alejandro Granell,Girona,35," DMC,M(L)",26(6),2392,-,4,5,-,1.2,76.1,1,1,6.87,2,1.1,1,-,1,1.5,0.2,-,0.7,1.5,-,0.8,0.8,40.8,76.1,1.7,3.4,0.1
94,Franco Vázquez,Sevilla,35," AM(CLR),FW",26(8),2290,3,4,8,1,1.3,79.3,2,-,6.87,1.5,0.7,1.5,-,0.7,1.3,0.1,-,1.3,2.1,0.1,1.8,1.8,31.4,79.3,0.2,1.4,0.2
95,Thomas Lemar,Atletico,28, AM(CLR),22(9),1829,3,3,4,-,0.8,85.2,0.3,1,6.87,1.2,0.7,0.7,-,0.1,0.7,-,-,1.5,1.1,0.2,1.5,1.5,30.3,85.2,0.7,1.0,0.1
96,Joaquín,Real Betis,42," M(CLR),FW",17(13),1697,6,-,5,-,0.8,84.8,0.5,1,6.87,0.3,0.5,0.3,0.1,1,0.1,0.1,-,1.6,1.1,0.1,0.9,0.9,28.2,84.8,0.9,0.7,-
97,Yuri Berchiche,Athletic Club,34," D(L),M(L)",35,3121,2,2,9,1,0.8,81.9,2.2,1,6.87,1.3,1.2,1.1,0.1,2,0.7,0.3,-,0.9,2.2,0.1,0.5,0.5,39.1,81.9,0.6,1.1,-
98,Hugo Mallo,Celta Vigo,32," D(CR),M(R)",35,3094,1,4,11,-,0.7,74.6,1.7,-,6.86,2.1,1.4,1.5,0.3,3.3,0.7,0.4,-,0.6,0.8,0.3,0.5,0.5,42.6,74.6,0.9,2.2,-
99,José Luís Morales,Levante,36," D(R),M(CLR),FW",35(2),3197,12,5,7,-,1.8,71.1,0.4,2,6.86,0.6,0.3,0.8,-,0.3,1.1,-,-,1.9,1.4,0.6,2.3,2.3,18.8,71.1,0.2,0.8,0.1
100,Pape Diop,Eibar,38, M(C),27(1),2356,1,1,11,-,1.3,73.2,3.6,-,6.85,2.4,1.3,2.4,-,0.9,0.7,-,-,0.6,1.7,-,0.4,0.4,40.3,73.2,0.1,2.0,-
101,Iñigo Martínez,Athletic Club,32, D(C),33,2903,-,-,12,-,0.8,78.0,2.9,-,6.85,1.6,2.1,1.2,0.5,4.3,0.4,0.4,-,0.1,1.7,-,0.2,0.2,43.6,78.0,0.1,5.3,-
